caption_loss,fc_loss,loss
6.75,0.6015625,12.75
6.75,0.58203125,12.5625
6.90625,0.58203125,12.75
6.65625,0.6171875,12.875
7.0625,0.5859375,12.9375
6.5625,0.5703125,12.25
6.875,0.59765625,12.875
6.90625,0.6015625,12.875
6.65625,0.56640625,12.3125
6.84375,0.625,13.125
6.90625,0.55859375,12.5
7.0,0.5625,12.625
7.0625,0.578125,12.875
6.5625,0.578125,12.375
6.875,0.5859375,12.75
6.96875,0.58203125,12.75
7.0,0.60546875,13.0625
6.78125,0.57421875,12.5
6.9375,0.59765625,12.875
